"id","niche_type","season_1","season_2","group","season_pair","jaccard","sorensen","frac_unique_1","frac_unique_2"
"5277","Potential","Summer","Autumn","veg","Summer vs Autumn",NA,NA,NA,NA
"5277","Potential","Summer","Winter","veg","Summer vs Winter",NA,NA,NA,NA
"5277","Realized","Autumn","Winter","veg","Autumn vs Winter",NA,NA,NA,NA
"5277","Realized","Spring","Autumn","veg","Spring vs Autumn",NA,NA,NA,NA
"5277","Realized","Spring","Summer","veg","Spring vs Summer",NA,NA,NA,NA
"5277","Realized","Spring","Winter","veg","Spring vs Winter",NA,NA,NA,NA
"5277","Realized","Summer","Autumn","veg","Summer vs Autumn",NA,NA,NA,NA
"5277","Realized","Summer","Winter","veg","Summer vs Winter",NA,NA,NA,NA
"5278","Potential","Autumn","Winter","veg","Autumn vs Winter",NA,NA,NA,NA
"5278","Potential","Spring","Autumn","veg","Spring vs Autumn",0.0561428538523472,0.106316780249116,0.870061396396491,0.910037668956348
"5278","Potential","Spring","Summer","veg","Spring vs Summer",0.0708702018380368,0.132360022188302,0.879039556274825,0.853868194842407
"5278","Potential","Spring","Winter","veg","Spring vs Winter",NA,NA,NA,NA
"5278","Potential","Summer","Autumn","veg","Summer vs Autumn",0.0501523955726998,0.0955145096733302,0.868909512761021,0.924873647340234
"5278","Potential","Summer","Winter","veg","Summer vs Winter",NA,NA,NA,NA
"5278","Realized","Autumn","Winter","veg","Autumn vs Winter",NA,NA,NA,NA
"5278","Realized","Spring","Autumn","veg","Spring vs Autumn",NA,NA,NA,NA
"5278","Realized","Spring","Summer","veg","Spring vs Summer",NA,NA,NA,NA
"5278","Realized","Spring","Winter","veg","Spring vs Winter",NA,NA,NA,NA
"5278","Realized","Summer","Autumn","veg","Summer vs Autumn",NA,NA,NA,NA
"5278","Realized","Summer","Winter","veg","Summer vs Winter",NA,NA,NA,NA
"5282","Potential","Autumn","Winter","veg","Autumn vs Winter",NA,NA,NA,NA
"5282","Potential","Spring","Autumn","veg","Spring vs Autumn",NA,NA,NA,NA
"5282","Potential","Spring","Summer","veg","Spring vs Summer",NA,NA,NA,NA
"5282","Potential","Spring","Winter","veg","Spring vs Winter",NA,NA,NA,NA
"5282","Potential","Summer","Autumn","veg","Summer vs Autumn",NA,NA,NA,NA
"5282","Potential","Summer","Winter","veg","Summer vs Winter",NA,NA,NA,NA
"5282","Realized","Autumn","Winter","veg","Autumn vs Winter",NA,NA,NA,NA
"5282","Realized","Spring","Autumn","veg","Spring vs Autumn",NA,NA,NA,NA
"5282","Realized","Spring","Summer","veg","Spring vs Summer",NA,NA,NA,NA
"5282","Realized","Spring","Winter","veg","Spring vs Winter",NA,NA,NA,NA
"5282","Realized","Summer","Autumn","veg","Summer vs Autumn",NA,NA,NA,NA
"5282","Realized","Summer","Winter","veg","Summer vs Winter",NA,NA,NA,NA
"5284","Potential","Autumn","Winter","veg","Autumn vs Winter",NA,NA,NA,NA
"5284","Potential","Spring","Autumn","veg","Spring vs Autumn",NA,NA,NA,NA
"5284","Potential","Spring","Summer","veg","Spring vs Summer",NA,NA,NA,NA
"5284","Potential","Spring","Winter","veg","Spring vs Winter",NA,NA,NA,NA
"5284","Potential","Summer","Autumn","veg","Summer vs Autumn",NA,NA,NA,NA
"5284","Potential","Summer","Winter","veg","Summer vs Winter",NA,NA,NA,NA
"5284","Realized","Autumn","Winter","veg","Autumn vs Winter",NA,NA,NA,NA
"5284","Realized","Spring","Autumn","veg","Spring vs Autumn",NA,NA,NA,NA
"5284","Realized","Spring","Summer","veg","Spring vs Summer",NA,NA,NA,NA
"5284","Realized","Spring","Winter","veg","Spring vs Winter",NA,NA,NA,NA
"5284","Realized","Summer","Autumn","veg","Summer vs Autumn",NA,NA,NA,NA
"5284","Realized","Summer","Winter","veg","Summer vs Winter",NA,NA,NA,NA
"5285","Potential","Autumn","Winter","veg","Autumn vs Winter",NA,NA,NA,NA
"5285","Potential","Spring","Autumn","veg","Spring vs Autumn",NA,NA,NA,NA
"5285","Potential","Spring","Summer","veg","Spring vs Summer",NA,NA,NA,NA
"5285","Potential","Spring","Winter","veg","Spring vs Winter",NA,NA,NA,NA
"5285","Potential","Summer","Autumn","veg","Summer vs Autumn",NA,NA,NA,NA
"5285","Potential","Summer","Winter","veg","Summer vs Winter",NA,NA,NA,NA
"5285","Realized","Autumn","Winter","veg","Autumn vs Winter",NA,NA,NA,NA
"5285","Realized","Spring","Autumn","veg","Spring vs Autumn",NA,NA,NA,NA
"5285","Realized","Spring","Summer","veg","Spring vs Summer",NA,NA,NA,NA
"5285","Realized","Spring","Winter","veg","Spring vs Winter",NA,NA,NA,NA
"5285","Realized","Summer","Autumn","veg","Summer vs Autumn",NA,NA,NA,NA
"5285","Realized","Summer","Winter","veg","Summer vs Winter",NA,NA,NA,NA
"5301","Potential","Autumn","Winter","veg","Autumn vs Winter",NA,NA,NA,NA
"5301","Potential","Spring","Autumn","veg","Spring vs Autumn",0.0568569869994214,0.1075963686645,0.901888384964833,0.880888780961632
"5301","Potential","Spring","Summer","veg","Spring vs Summer",0.0535876030644165,0.101724057702566,0.915693680061246,0.871787072243346
"5301","Potential","Spring","Winter","veg","Spring vs Winter",NA,NA,NA,NA
"5301","Potential","Summer","Autumn","veg","Summer vs Autumn",0.0529987464589365,0.100662506270141,0.886619894763217,0.90948982278143
"5301","Potential","Summer","Winter","veg","Summer vs Winter",NA,NA,NA,NA
"5301","Realized","Autumn","Winter","veg","Autumn vs Winter",NA,NA,NA,NA
"5301","Realized","Spring","Autumn","veg","Spring vs Autumn",0.0450861061934335,0.0862820889613637,0.893262568185169,0.927593932820697
"5301","Realized","Spring","Summer","veg","Spring vs Summer",0.0538938497596102,0.102275669929952,0.9049,0.889377420304601
"5301","Realized","Spring","Winter","veg","Spring vs Winter",NA,NA,NA,NA
"5301","Realized","Summer","Autumn","veg","Summer vs Autumn",0.036198668618354,0.0698682013684124,0.90516206482593,0.94469339059399
"5301","Realized","Summer","Winter","veg","Summer vs Winter",NA,NA,NA,NA
"5303","Potential","Autumn","Winter","veg","Autumn vs Winter",NA,NA,NA,NA
"5303","Potential","Spring","Autumn","veg","Spring vs Autumn",NA,NA,NA,NA
"5303","Potential","Spring","Summer","veg","Spring vs Summer",0.0469965269066356,0.0897739881630505,0.92831840226403,0.87991718426501
"5303","Potential","Spring","Winter","veg","Spring vs Winter",0.0352096190969196,0.068024134334523,0.9469,0.905383113907234
"5303","Potential","Summer","Autumn","veg","Summer vs Autumn",NA,NA,NA,NA
"5303","Potential","Summer","Winter","veg","Summer vs Winter",0.0134613832805073,0.0265651627236821,0.974229744977645,0.972589329417523
"5303","Realized","Autumn","Winter","veg","Autumn vs Winter",NA,NA,NA,NA
"5303","Realized","Spring","Autumn","veg","Spring vs Autumn",NA,NA,NA,NA
"5303","Realized","Spring","Summer","veg","Spring vs Summer",NA,NA,NA,NA
"5303","Realized","Spring","Winter","veg","Spring vs Winter",NA,NA,NA,NA
"5303","Realized","Summer","Autumn","veg","Summer vs Autumn",NA,NA,NA,NA
"5303","Realized","Summer","Winter","veg","Summer vs Winter",NA,NA,NA,NA
"5308","Potential","Autumn","Winter","veg","Autumn vs Winter",NA,NA,NA,NA
"5308","Potential","Spring","Autumn","veg","Spring vs Autumn",NA,NA,NA,NA
"5308","Potential","Spring","Summer","veg","Spring vs Summer",NA,NA,NA,NA
"5308","Potential","Spring","Winter","veg","Spring vs Winter",NA,NA,NA,NA
"5308","Potential","Summer","Autumn","veg","Summer vs Autumn",NA,NA,NA,NA
"5308","Potential","Summer","Winter","veg","Summer vs Winter",NA,NA,NA,NA
"5308","Realized","Autumn","Winter","veg","Autumn vs Winter",NA,NA,NA,NA
"5308","Realized","Spring","Autumn","veg","Spring vs Autumn",NA,NA,NA,NA
"5308","Realized","Spring","Summer","veg","Spring vs Summer",NA,NA,NA,NA
"5308","Realized","Spring","Winter","veg","Spring vs Winter",NA,NA,NA,NA
"5308","Realized","Summer","Autumn","veg","Summer vs Autumn",NA,NA,NA,NA
"5308","Realized","Summer","Winter","veg","Summer vs Winter",NA,NA,NA,NA
"5439","Potential","Autumn","Winter","veg","Autumn vs Winter",NA,NA,NA,NA
"5439","Potential","Spring","Autumn","veg","Spring vs Autumn",NA,NA,NA,NA
"5439","Potential","Spring","Summer","veg","Spring vs Summer",0.0562851152457732,0.106571823143938,0.908423257033955,0.872560870316008
"5439","Potential","Spring","Winter","veg","Spring vs Winter",NA,NA,NA,NA
"5439","Potential","Summer","Autumn","veg","Summer vs Autumn",NA,NA,NA,NA
"5439","Potential","Summer","Winter","veg","Summer vs Winter",NA,NA,NA,NA
"5439","Realized","Autumn","Winter","veg","Autumn vs Winter",NA,NA,NA,NA
"5439","Realized","Spring","Autumn","veg","Spring vs Autumn",NA,NA,NA,NA
"5439","Realized","Spring","Summer","veg","Spring vs Summer",0.0395173540274159,0.0760301958871842,0.875,0.945371126130975
"5439","Realized","Spring","Winter","veg","Spring vs Winter",NA,NA,NA,NA
"5439","Realized","Summer","Autumn","veg","Summer vs Autumn",NA,NA,NA,NA
"5439","Realized","Summer","Winter","veg","Summer vs Winter",NA,NA,NA,NA
