"group","id","season","niche_type","boot_path","volume_boot_mean","volume_lwr","volume_upr"
"food","5278","Spring","Realized","C:\Users\takola\Documents\results_20260523\objects_RSF_workflow\bootstrap\seasonal\food\Objects\food_5278_Spring_Realized_boot",0.925598341407961,0.00288820852580111,2.82551894534062
"food","5278","Summer","Potential","C:\Users\takola\Documents\results_20260523\objects_RSF_workflow\bootstrap\seasonal\food\Objects\food_5278_Summer_Potential_boot",2.22854300519319,1.12977314253969,4.00651942509892
"food","5278","Summer","Realized","C:\Users\takola\Documents\results_20260523\objects_RSF_workflow\bootstrap\seasonal\food\Objects\food_5278_Summer_Realized_boot",6.48519592715187,3.31283240855424,10.8569138379924
"food","5278","Autumn","Potential","C:\Users\takola\Documents\results_20260523\objects_RSF_workflow\bootstrap\seasonal\food\Objects\food_5278_Autumn_Potential_boot",2.89492256940332,1.67360100744232,4.22555010114469
"food","5278","Autumn","Realized","C:\Users\takola\Documents\results_20260523\objects_RSF_workflow\bootstrap\seasonal\food\Objects\food_5278_Autumn_Realized_boot",6.44640861116053,5.3911450400241,7.66672602957886
"food","5278","Winter","Potential",NA,NA,NA,NA
"food","5278","Winter","Realized",NA,NA,NA,NA
"food","5282","Spring","Potential","C:\Users\takola\Documents\results_20260523\objects_RSF_workflow\bootstrap\seasonal\food\Objects\food_5282_Spring_Potential_boot",0.94169582370912,0.19152249488859,3.20353486061084
"food","5282","Spring","Realized",NA,NA,NA,NA
"food","5282","Summer","Potential","C:\Users\takola\Documents\results_20260523\objects_RSF_workflow\bootstrap\seasonal\food\Objects\food_5282_Summer_Potential_boot",0.784754437837361,0.193097947692464,1.84113515616474
"food","5282","Summer","Realized","C:\Users\takola\Documents\results_20260523\objects_RSF_workflow\bootstrap\seasonal\food\Objects\food_5282_Summer_Realized_boot",0.127258856768511,0.05333719199479,0.196003853831371
"food","5282","Autumn","Potential",NA,NA,NA,NA
"food","5282","Autumn","Realized",NA,NA,NA,NA
"food","5282","Winter","Potential",NA,NA,NA,NA
"food","5282","Winter","Realized",NA,NA,NA,NA
"food","5284","Spring","Potential",NA,NA,NA,NA
"food","5284","Spring","Realized",NA,NA,NA,NA
"food","5284","Summer","Potential",NA,NA,NA,NA
"food","5284","Summer","Realized",NA,NA,NA,NA
"food","5284","Autumn","Potential",NA,NA,NA,NA
"food","5284","Autumn","Realized",NA,NA,NA,NA
"food","5284","Winter","Potential",NA,NA,NA,NA
"food","5284","Winter","Realized",NA,NA,NA,NA
"food","5285","Spring","Potential","C:\Users\takola\Documents\results_20260523\objects_RSF_workflow\bootstrap\seasonal\food\Objects\food_5285_Spring_Potential_boot",1.8493959264042,1.48061960958424,2.24415492134287
"food","5285","Spring","Realized","C:\Users\takola\Documents\results_20260523\objects_RSF_workflow\bootstrap\seasonal\food\Objects\food_5285_Spring_Realized_boot",0.379446258287471,0.252255087841866,0.676832472290963
"food","5285","Summer","Potential",NA,NA,NA,NA
"food","5285","Summer","Realized",NA,NA,NA,NA
"food","5285","Autumn","Potential",NA,NA,NA,NA
"food","5285","Autumn","Realized",NA,NA,NA,NA
"food","5285","Winter","Potential",NA,NA,NA,NA
"food","5285","Winter","Realized",NA,NA,NA,NA
"food","5301","Spring","Potential","C:\Users\takola\Documents\results_20260523\objects_RSF_workflow\bootstrap\seasonal\food\Objects\food_5301_Spring_Potential_boot",4.21259039038032,3.66560104147821,4.7999393583076
"food","5301","Spring","Realized","C:\Users\takola\Documents\results_20260523\objects_RSF_workflow\bootstrap\seasonal\food\Objects\food_5301_Spring_Realized_boot",1.73234069942337,1.51921394345378,1.90548480061249
"food","5301","Summer","Potential","C:\Users\takola\Documents\results_20260523\objects_RSF_workflow\bootstrap\seasonal\food\Objects\food_5301_Summer_Potential_boot",5.95508238169129,5.54059266234494,6.38871830721966
"food","5301","Summer","Realized","C:\Users\takola\Documents\results_20260523\objects_RSF_workflow\bootstrap\seasonal\food\Objects\food_5301_Summer_Realized_boot",12.8292449629537,10.5237148719144,16.567850383476
"food","5301","Autumn","Potential","C:\Users\takola\Documents\results_20260523\objects_RSF_workflow\bootstrap\seasonal\food\Objects\food_5301_Autumn_Potential_boot",8.29403415963313,7.69610787784528,8.92760594958869
"food","5301","Autumn","Realized","C:\Users\takola\Documents\results_20260523\objects_RSF_workflow\bootstrap\seasonal\food\Objects\food_5301_Autumn_Realized_boot",17.7848927906816,14.3096500097163,21.6969701115305
"food","5301","Winter","Potential","C:\Users\takola\Documents\results_20260523\objects_RSF_workflow\bootstrap\seasonal\food\Objects\food_5301_Winter_Potential_boot",4.01420209394606,2.51490542469675,5.83770753345581
"food","5301","Winter","Realized",NA,NA,NA,NA
"food","5303","Spring","Potential","C:\Users\takola\Documents\results_20260523\objects_RSF_workflow\bootstrap\seasonal\food\Objects\food_5303_Spring_Potential_boot",42.1000712845728,35.1052661032242,49.6673058022571
"food","5303","Spring","Realized","C:\Users\takola\Documents\results_20260523\objects_RSF_workflow\bootstrap\seasonal\food\Objects\food_5303_Spring_Realized_boot",57.950984906321,30.93108744503,92.1019697275123
"food","5303","Summer","Potential","C:\Users\takola\Documents\results_20260523\objects_RSF_workflow\bootstrap\seasonal\food\Objects\food_5303_Summer_Potential_boot",66.721694949345,58.7507869204123,73.1406097119315
"food","5303","Summer","Realized","C:\Users\takola\Documents\results_20260523\objects_RSF_workflow\bootstrap\seasonal\food\Objects\food_5303_Summer_Realized_boot",10.691738054592,2.32177926033321,32.5102579350801
"food","5303","Autumn","Potential","C:\Users\takola\Documents\results_20260523\objects_RSF_workflow\bootstrap\seasonal\food\Objects\food_5303_Autumn_Potential_boot",2.9186077428699,1.4135563889909,4.51622119514951
"food","5303","Autumn","Realized","C:\Users\takola\Documents\results_20260523\objects_RSF_workflow\bootstrap\seasonal\food\Objects\food_5303_Autumn_Realized_boot",31.5179768802009,5.88108971609293,74.2384340636474
"food","5303","Winter","Potential","C:\Users\takola\Documents\results_20260523\objects_RSF_workflow\bootstrap\seasonal\food\Objects\food_5303_Winter_Potential_boot",1.12749517215483,0.870636622174199,1.6417003560118
"food","5303","Winter","Realized","C:\Users\takola\Documents\results_20260523\objects_RSF_workflow\bootstrap\seasonal\food\Objects\food_5303_Winter_Realized_boot",271.891147927325,121.11154934948,347.569509819057
"food","5308","Spring","Potential","C:\Users\takola\Documents\results_20260523\objects_RSF_workflow\bootstrap\seasonal\food\Objects\food_5308_Spring_Potential_boot",1.20234225766595,0.512656879800614,2.21463714052719
"food","5308","Spring","Realized","C:\Users\takola\Documents\results_20260523\objects_RSF_workflow\bootstrap\seasonal\food\Objects\food_5308_Spring_Realized_boot",0.855494662604634,0.0476860327583166,1.97760835492896
"food","5308","Summer","Potential",NA,NA,NA,NA
"food","5308","Summer","Realized",NA,NA,NA,NA
"food","5308","Autumn","Potential",NA,NA,NA,NA
"food","5308","Autumn","Realized",NA,NA,NA,NA
"food","5308","Winter","Potential",NA,NA,NA,NA
"food","5308","Winter","Realized",NA,NA,NA,NA
"food","5439","Spring","Potential","C:\Users\takola\Documents\results_20260523\objects_RSF_workflow\bootstrap\seasonal\food\Objects\food_5439_Spring_Potential_boot",1.24132522359526,0.763433128727804,1.80950648248514
"food","5439","Spring","Realized","C:\Users\takola\Documents\results_20260523\objects_RSF_workflow\bootstrap\seasonal\food\Objects\food_5439_Spring_Realized_boot",0.0769767853213126,0.0336175182582592,0.124365559394767
"food","5439","Summer","Potential","C:\Users\takola\Documents\results_20260523\objects_RSF_workflow\bootstrap\seasonal\food\Objects\food_5439_Summer_Potential_boot",1.28458975767817,0.550169911159053,1.97183217338914
"food","5439","Summer","Realized","C:\Users\takola\Documents\results_20260523\objects_RSF_workflow\bootstrap\seasonal\food\Objects\food_5439_Summer_Realized_boot",3.61728900810903,1.39083994847091,5.6711791205052
"food","5439","Autumn","Potential",NA,NA,NA,NA
"food","5439","Autumn","Realized",NA,NA,NA,NA
"food","5439","Winter","Potential",NA,NA,NA,NA
"food","5439","Winter","Realized",NA,NA,NA,NA
