"group","id","season","niche_type","n_points","n_axes","rsp_column","weighted","volume_observed","boot_path","volume_boot_mean","volume_lwr","volume_upr"
"humans","5282","Spring","Realized",10,6,"rsp_humans",TRUE,NA,NA,NA,NA,NA
"humans","5282","Summer","Potential",112,6,"rsp_humans",TRUE,0.0974187544615555,NA,NA,NA,NA
"humans","5282","Summer","Realized",28,6,"rsp_humans",TRUE,NA,NA,NA,NA,NA
"humans","5282","Autumn","Potential",0,6,"rsp_humans",TRUE,NA,NA,NA,NA,NA
"humans","5282","Autumn","Realized",0,6,"rsp_humans",TRUE,NA,NA,NA,NA,NA
"humans","5282","Winter","Potential",0,6,"rsp_humans",TRUE,NA,NA,NA,NA,NA
"humans","5282","Winter","Realized",0,6,"rsp_humans",TRUE,NA,NA,NA,NA,NA
"humans","5284","Spring","Potential",17,6,"rsp_humans",TRUE,NA,NA,NA,NA,NA
"humans","5284","Spring","Realized",7,6,"rsp_humans",TRUE,NA,NA,NA,NA,NA
"humans","5284","Summer","Potential",17,6,"rsp_humans",TRUE,NA,NA,NA,NA,NA
"humans","5284","Summer","Realized",11,6,"rsp_humans",TRUE,NA,NA,NA,NA,NA
"humans","5284","Autumn","Potential",0,6,"rsp_humans",TRUE,NA,NA,NA,NA,NA
"humans","5284","Autumn","Realized",0,6,"rsp_humans",TRUE,NA,NA,NA,NA,NA
"humans","5284","Winter","Potential",0,6,"rsp_humans",TRUE,NA,NA,NA,NA,NA
"humans","5284","Winter","Realized",0,6,"rsp_humans",TRUE,NA,NA,NA,NA,NA
"humans","5285","Spring","Potential",938,6,"rsp_humans",TRUE,0.11222776108977,NA,NA,NA,NA
"humans","5285","Spring","Realized",182,6,"rsp_humans",TRUE,0.0803448105219207,NA,NA,NA,NA
"humans","5285","Summer","Potential",0,6,"rsp_humans",TRUE,NA,NA,NA,NA,NA
"humans","5285","Summer","Realized",1,6,"rsp_humans",TRUE,NA,NA,NA,NA,NA
"humans","5285","Autumn","Potential",0,6,"rsp_humans",TRUE,NA,NA,NA,NA,NA
"humans","5285","Autumn","Realized",0,6,"rsp_humans",TRUE,NA,NA,NA,NA,NA
"humans","5285","Winter","Potential",0,6,"rsp_humans",TRUE,NA,NA,NA,NA,NA
"humans","5285","Winter","Realized",0,6,"rsp_humans",TRUE,NA,NA,NA,NA,NA
"humans","5301","Spring","Potential",1078,6,"rsp_humans",TRUE,0.113131591396404,NA,NA,NA,NA
"humans","5301","Spring","Realized",224,6,"rsp_humans",TRUE,0.0891024074445438,NA,NA,NA,NA
"humans","5301","Summer","Potential",2882,6,"rsp_humans",TRUE,0.203108071104343,NA,NA,NA,NA
"humans","5301","Summer","Realized",546,6,"rsp_humans",TRUE,0.15515341038596,NA,NA,NA,NA
"humans","5301","Autumn","Potential",1810,6,"rsp_humans",TRUE,0.198802139347954,NA,NA,NA,NA
"humans","5301","Autumn","Realized",341,6,"rsp_humans",TRUE,0.166962853266969,NA,NA,NA,NA
"humans","5301","Winter","Potential",52,6,"rsp_humans",TRUE,0.0765945954063151,NA,NA,NA,NA
"humans","5301","Winter","Realized",8,6,"rsp_humans",TRUE,NA,NA,NA,NA,NA
"humans","5303","Spring","Potential",1170,6,"rsp_humans",TRUE,0.216586895155013,"C:\Users\takola\Documents\results_20260523\objects_RSF_workflow\bootstrap\seasonal\humans\Objects\humans_5303_Spring_Potential_boot",1.32487404232651,0.649055965179626,1.97624230907709
"humans","5303","Spring","Realized",232,6,"rsp_humans",TRUE,0.140021898818483,NA,NA,NA,NA
"humans","5303","Summer","Potential",82,6,"rsp_humans",TRUE,0.116979320328358,NA,NA,NA,NA
"humans","5303","Summer","Realized",34,6,"rsp_humans",TRUE,0.104834530304742,NA,NA,NA,NA
"humans","5303","Autumn","Potential",34,6,"rsp_humans",TRUE,0.0609247243033387,NA,NA,NA,NA
"humans","5303","Autumn","Realized",51,6,"rsp_humans",TRUE,0.158435817581857,NA,NA,NA,NA
"humans","5303","Winter","Potential",249,6,"rsp_humans",TRUE,0.102477631424758,NA,NA,NA,NA
"humans","5303","Winter","Realized",48,6,"rsp_humans",TRUE,0.088550601275825,NA,NA,NA,NA
"humans","5308","Spring","Potential",157,6,"rsp_humans",TRUE,0.0740088782327803,NA,NA,NA,NA
"humans","5308","Spring","Realized",29,6,"rsp_humans",TRUE,NA,NA,NA,NA,NA
"humans","5308","Summer","Potential",0,6,"rsp_humans",TRUE,NA,NA,NA,NA,NA
"humans","5308","Summer","Realized",0,6,"rsp_humans",TRUE,NA,NA,NA,NA,NA
"humans","5308","Autumn","Potential",0,6,"rsp_humans",TRUE,NA,NA,NA,NA,NA
"humans","5308","Autumn","Realized",0,6,"rsp_humans",TRUE,NA,NA,NA,NA,NA
"humans","5308","Winter","Potential",0,6,"rsp_humans",TRUE,NA,NA,NA,NA,NA
"humans","5308","Winter","Realized",0,6,"rsp_humans",TRUE,NA,NA,NA,NA,NA
"humans","5439","Spring","Potential",570,6,"rsp_humans",TRUE,0.100612285845722,NA,NA,NA,NA
"humans","5439","Spring","Realized",107,6,"rsp_humans",TRUE,0.0711530901896253,NA,NA,NA,NA
"humans","5439","Summer","Potential",177,6,"rsp_humans",TRUE,0.0875759766234651,NA,NA,NA,NA
"humans","5439","Summer","Realized",85,6,"rsp_humans",TRUE,0.117648564613332,NA,NA,NA,NA
"humans","5439","Autumn","Potential",0,6,"rsp_humans",TRUE,NA,NA,NA,NA,NA
"humans","5439","Autumn","Realized",6,6,"rsp_humans",TRUE,NA,NA,NA,NA,NA
"humans","5439","Winter","Potential",0,6,"rsp_humans",TRUE,NA,NA,NA,NA,NA
"humans","5439","Winter","Realized",0,6,"rsp_humans",TRUE,NA,NA,NA,NA,NA
