"id","niche_type","season_1","season_2","group","season_pair","jaccard","sorensen","frac_unique_1","frac_unique_2"
"5270","Potential","Summer","Winter","food","Summer vs Winter",NA,NA,NA,NA
"5270","Realized","Autumn","Winter","food","Autumn vs Winter",NA,NA,NA,NA
"5270","Realized","Spring","Autumn","food","Spring vs Autumn",NA,NA,NA,NA
"5270","Realized","Spring","Summer","food","Spring vs Summer",NA,NA,NA,NA
"5270","Realized","Spring","Winter","food","Spring vs Winter",NA,NA,NA,NA
"5270","Realized","Summer","Autumn","food","Summer vs Autumn",NA,NA,NA,NA
"5270","Realized","Summer","Winter","food","Summer vs Winter",NA,NA,NA,NA
"5277","Potential","Autumn","Winter","food","Autumn vs Winter",NA,NA,NA,NA
"5277","Potential","Spring","Autumn","food","Spring vs Autumn",NA,NA,NA,NA
"5277","Potential","Spring","Summer","food","Spring vs Summer",NA,NA,NA,NA
"5277","Potential","Spring","Winter","food","Spring vs Winter",NA,NA,NA,NA
"5277","Potential","Summer","Autumn","food","Summer vs Autumn",NA,NA,NA,NA
"5277","Potential","Summer","Winter","food","Summer vs Winter",NA,NA,NA,NA
"5277","Realized","Autumn","Winter","food","Autumn vs Winter",NA,NA,NA,NA
"5277","Realized","Spring","Autumn","food","Spring vs Autumn",NA,NA,NA,NA
"5277","Realized","Spring","Summer","food","Spring vs Summer",NA,NA,NA,NA
"5277","Realized","Spring","Winter","food","Spring vs Winter",NA,NA,NA,NA
"5277","Realized","Summer","Autumn","food","Summer vs Autumn",NA,NA,NA,NA
"5277","Realized","Summer","Winter","food","Summer vs Winter",NA,NA,NA,NA
"5278","Potential","Autumn","Winter","food","Autumn vs Winter",NA,NA,NA,NA
"5278","Potential","Spring","Autumn","food","Spring vs Autumn",0.537134085235895,0.698877333337468,0.175896790434235,0.393311484800424
"5278","Potential","Spring","Summer","food","Spring vs Summer",0.543005418666048,0.703828271887061,0.222222222222222,0.357280200197793
"5278","Potential","Spring","Winter","food","Spring vs Winter",NA,NA,NA,NA
"5278","Potential","Summer","Autumn","food","Summer vs Autumn",0.490421764869368,0.658097964521274,0.301597251104331,0.377808663423674
"5278","Potential","Summer","Winter","food","Summer vs Winter",NA,NA,NA,NA
"5278","Realized","Autumn","Winter","food","Autumn vs Winter",NA,NA,NA,NA
"5278","Realized","Spring","Autumn","food","Spring vs Autumn",0.270445884955179,0.425749554794646,0.355874505448465,0.682045580878266
"5278","Realized","Spring","Summer","food","Spring vs Summer",0.392974548241607,0.564223587197154,0.118438761776581,0.585121273674987
"5278","Realized","Spring","Winter","food","Spring vs Winter",NA,NA,NA,NA
"5278","Realized","Summer","Autumn","food","Summer vs Autumn",0.275777906955637,0.432329021300768,0.577744645508048,0.557104913678619
"5278","Realized","Summer","Winter","food","Summer vs Winter",NA,NA,NA,NA
"5282","Potential","Autumn","Winter","food","Autumn vs Winter",NA,NA,NA,NA
"5282","Potential","Spring","Autumn","food","Spring vs Autumn",NA,NA,NA,NA
"5282","Potential","Spring","Summer","food","Spring vs Summer",0.647334321751353,0.785917361404992,0.154949784791965,0.265481009152934
"5282","Potential","Spring","Winter","food","Spring vs Winter",NA,NA,NA,NA
"5282","Potential","Summer","Autumn","food","Summer vs Autumn",NA,NA,NA,NA
"5282","Potential","Summer","Winter","food","Summer vs Winter",NA,NA,NA,NA
"5282","Realized","Autumn","Winter","food","Autumn vs Winter",NA,NA,NA,NA
"5282","Realized","Spring","Autumn","food","Spring vs Autumn",NA,NA,NA,NA
"5282","Realized","Spring","Summer","food","Spring vs Summer",NA,NA,NA,NA
"5282","Realized","Spring","Winter","food","Spring vs Winter",NA,NA,NA,NA
"5282","Realized","Summer","Autumn","food","Summer vs Autumn",NA,NA,NA,NA
"5282","Realized","Summer","Winter","food","Summer vs Winter",NA,NA,NA,NA
"5284","Potential","Autumn","Winter","food","Autumn vs Winter",NA,NA,NA,NA
"5284","Potential","Spring","Autumn","food","Spring vs Autumn",NA,NA,NA,NA
"5284","Potential","Spring","Summer","food","Spring vs Summer",NA,NA,NA,NA
"5284","Potential","Spring","Winter","food","Spring vs Winter",NA,NA,NA,NA
"5284","Potential","Summer","Autumn","food","Summer vs Autumn",NA,NA,NA,NA
"5284","Potential","Summer","Winter","food","Summer vs Winter",NA,NA,NA,NA
"5284","Realized","Autumn","Winter","food","Autumn vs Winter",NA,NA,NA,NA
"5284","Realized","Spring","Autumn","food","Spring vs Autumn",NA,NA,NA,NA
"5284","Realized","Spring","Summer","food","Spring vs Summer",NA,NA,NA,NA
"5284","Realized","Spring","Winter","food","Spring vs Winter",NA,NA,NA,NA
"5284","Realized","Summer","Autumn","food","Summer vs Autumn",NA,NA,NA,NA
"5284","Realized","Summer","Winter","food","Summer vs Winter",NA,NA,NA,NA
"5285","Potential","Autumn","Winter","food","Autumn vs Winter",NA,NA,NA,NA
"5285","Potential","Spring","Autumn","food","Spring vs Autumn",NA,NA,NA,NA
"5285","Potential","Spring","Summer","food","Spring vs Summer",NA,NA,NA,NA
"5285","Potential","Spring","Winter","food","Spring vs Winter",NA,NA,NA,NA
"5285","Potential","Summer","Autumn","food","Summer vs Autumn",NA,NA,NA,NA
"5285","Potential","Summer","Winter","food","Summer vs Winter",NA,NA,NA,NA
"5285","Realized","Autumn","Winter","food","Autumn vs Winter",NA,NA,NA,NA
"5285","Realized","Spring","Autumn","food","Spring vs Autumn",NA,NA,NA,NA
"5285","Realized","Spring","Summer","food","Spring vs Summer",NA,NA,NA,NA
"5285","Realized","Spring","Winter","food","Spring vs Winter",NA,NA,NA,NA
"5285","Realized","Summer","Autumn","food","Summer vs Autumn",NA,NA,NA,NA
"5285","Realized","Summer","Winter","food","Summer vs Winter",NA,NA,NA,NA
"5301","Potential","Autumn","Winter","food","Autumn vs Winter",0,0,1,1
"5301","Potential","Spring","Autumn","food","Spring vs Autumn",0.604254091147831,0.753314695573557,0.0650756003557664,0.369215604647472
"5301","Potential","Spring","Summer","food","Spring vs Summer",0.566649269647551,0.72339007922945,0.149384885764499,0.370728911716443
"5301","Potential","Spring","Winter","food","Spring vs Winter",0,0,1,1
"5301","Potential","Summer","Autumn","food","Summer vs Autumn",0.835646578956593,0.910465651216572,0.0456140350877194,0.129590129126068
"5301","Potential","Summer","Winter","food","Summer vs Winter",0,0,1,1
"5301","Realized","Autumn","Winter","food","Autumn vs Winter",NA,NA,NA,NA
"5301","Realized","Spring","Autumn","food","Spring vs Autumn",0.402990862510033,0.574473965980162,0.170349386213409,0.56065569574646
"5301","Realized","Spring","Summer","food","Spring vs Summer",0.374072904118616,0.544473154222572,0.191648611384676,0.589522970793481
"5301","Realized","Spring","Winter","food","Spring vs Winter",NA,NA,NA,NA
"5301","Realized","Summer","Autumn","food","Summer vs Autumn",0.681178138425193,0.810358073134679,0.206289784797596,0.172280738346022
"5301","Realized","Summer","Winter","food","Summer vs Winter",NA,NA,NA,NA
"5303","Potential","Autumn","Winter","food","Autumn vs Winter",0,0,1,1
"5303","Potential","Spring","Autumn","food","Spring vs Autumn",0.0211089456646223,0.0413451390358408,0.971234079929732,0.926524190623737
"5303","Potential","Spring","Summer","food","Spring vs Summer",0.237905506696451,0.38436779771881,0.696959061563108,0.474642392717815
"5303","Potential","Spring","Winter","food","Spring vs Winter",0.16778446202015,0.28735518835368,0.7959,0.514673463064048
"5303","Potential","Summer","Autumn","food","Summer vs Autumn",0.254981169010453,0.40635058964511,0.658926532165969,0.497471932586349
"5303","Potential","Summer","Winter","food","Summer vs Winter",0,0,1,1
"5303","Realized","Autumn","Winter","food","Autumn vs Winter",0.149879668607748,0.26068757053374,0.80027530058434,0.624783362218371
"5303","Realized","Spring","Autumn","food","Spring vs Autumn",0.314958086833829,0.479038974682742,0.406675749318801,0.598330110061675
"5303","Realized","Spring","Summer","food","Spring vs Summer",0.306982642382492,0.469757795440795,0.590177521559029,0.449773169151005
"5303","Realized","Spring","Winter","food","Spring vs Winter",0.317851588195008,0.482378427195057,0.569170591788761,0.452060221870048
"5303","Realized","Summer","Autumn","food","Summer vs Autumn",0.333244868004245,0.499900469901053,0.254345837145471,0.624016630278909
"5303","Realized","Summer","Winter","food","Summer vs Winter",0.202109602374334,0.336258194718917,0.65438601459319,0.672604422604423
"5308","Potential","Autumn","Winter","food","Autumn vs Winter",NA,NA,NA,NA
"5308","Potential","Spring","Autumn","food","Spring vs Autumn",NA,NA,NA,NA
"5308","Potential","Spring","Summer","food","Spring vs Summer",NA,NA,NA,NA
"5308","Potential","Spring","Winter","food","Spring vs Winter",NA,NA,NA,NA
"5308","Potential","Summer","Autumn","food","Summer vs Autumn",NA,NA,NA,NA
"5308","Potential","Summer","Winter","food","Summer vs Winter",NA,NA,NA,NA
"5308","Realized","Autumn","Winter","food","Autumn vs Winter",NA,NA,NA,NA
"5308","Realized","Spring","Autumn","food","Spring vs Autumn",NA,NA,NA,NA
"5308","Realized","Spring","Summer","food","Spring vs Summer",NA,NA,NA,NA
"5308","Realized","Spring","Winter","food","Spring vs Winter",NA,NA,NA,NA
"5308","Realized","Summer","Autumn","food","Summer vs Autumn",NA,NA,NA,NA
"5308","Realized","Summer","Winter","food","Summer vs Winter",NA,NA,NA,NA
"5439","Potential","Autumn","Winter","food","Autumn vs Winter",NA,NA,NA,NA
"5439","Potential","Spring","Autumn","food","Spring vs Autumn",NA,NA,NA,NA
"5439","Potential","Spring","Summer","food","Spring vs Summer",0.735504458618274,0.8475973138137,0.219314787253824,0.0729453401494298
"5439","Potential","Spring","Winter","food","Spring vs Winter",NA,NA,NA,NA
"5439","Potential","Summer","Autumn","food","Summer vs Autumn",NA,NA,NA,NA
"5439","Potential","Summer","Winter","food","Summer vs Winter",NA,NA,NA,NA
"5439","Realized","Autumn","Winter","food","Autumn vs Winter",NA,NA,NA,NA
"5439","Realized","Spring","Autumn","food","Spring vs Autumn",NA,NA,NA,NA
"5439","Realized","Spring","Summer","food","Spring vs Summer",0.388682215134065,0.559785688760392,0.00781249999999995,0.610124575072335
"5439","Realized","Spring","Winter","food","Spring vs Winter",NA,NA,NA,NA
"5439","Realized","Summer","Autumn","food","Summer vs Autumn",NA,NA,NA,NA
"5439","Realized","Summer","Winter","food","Summer vs Winter",NA,NA,NA,NA
