"id","niche_type","season_1","season_2","group","season_pair","jaccard","sorensen","frac_unique_1","frac_unique_2"
"5268","Potential","Summer","Autumn","weather","Summer vs Autumn",0.0297225664949964,0.0577292708970477,0.865319865319865,0.963261591941355
"5268","Potential","Summer","Winter","weather","Summer vs Winter",NA,NA,NA,NA
"5268","Realized","Autumn","Winter","weather","Autumn vs Winter",NA,NA,NA,NA
"5268","Realized","Spring","Autumn","weather","Spring vs Autumn",0.176349151012268,0.299824505097856,0.572144099803717,0.769230769230769
"5268","Realized","Spring","Summer","weather","Spring vs Summer",0.0707578738819085,0.13216409723962,0.849514563106796,0.882180251755548
"5268","Realized","Spring","Winter","weather","Spring vs Winter",NA,NA,NA,NA
"5268","Realized","Summer","Autumn","weather","Summer vs Autumn",0.237715740533538,0.38412008953052,0.52914798206278,0.675629615107115
"5268","Realized","Summer","Winter","weather","Summer vs Winter",NA,NA,NA,NA
"5270","Potential","Autumn","Winter","weather","Autumn vs Winter",NA,NA,NA,NA
"5270","Potential","Spring","Autumn","weather","Spring vs Autumn",NA,NA,NA,NA
"5270","Potential","Spring","Summer","weather","Spring vs Summer",NA,NA,NA,NA
"5270","Potential","Spring","Winter","weather","Spring vs Winter",NA,NA,NA,NA
"5270","Potential","Summer","Autumn","weather","Summer vs Autumn",NA,NA,NA,NA
"5270","Potential","Summer","Winter","weather","Summer vs Winter",NA,NA,NA,NA
"5270","Realized","Autumn","Winter","weather","Autumn vs Winter",NA,NA,NA,NA
"5270","Realized","Spring","Autumn","weather","Spring vs Autumn",NA,NA,NA,NA
"5270","Realized","Spring","Summer","weather","Spring vs Summer",NA,NA,NA,NA
"5270","Realized","Spring","Winter","weather","Spring vs Winter",NA,NA,NA,NA
"5270","Realized","Summer","Autumn","weather","Summer vs Autumn",NA,NA,NA,NA
"5270","Realized","Summer","Winter","weather","Summer vs Winter",NA,NA,NA,NA
"5277","Potential","Autumn","Winter","weather","Autumn vs Winter",NA,NA,NA,NA
"5277","Potential","Spring","Autumn","weather","Spring vs Autumn",NA,NA,NA,NA
"5277","Potential","Spring","Summer","weather","Spring vs Summer",NA,NA,NA,NA
"5277","Potential","Spring","Winter","weather","Spring vs Winter",NA,NA,NA,NA
"5277","Potential","Summer","Autumn","weather","Summer vs Autumn",NA,NA,NA,NA
"5277","Potential","Summer","Winter","weather","Summer vs Winter",NA,NA,NA,NA
"5277","Realized","Autumn","Winter","weather","Autumn vs Winter",NA,NA,NA,NA
"5277","Realized","Spring","Autumn","weather","Spring vs Autumn",NA,NA,NA,NA
"5277","Realized","Spring","Summer","weather","Spring vs Summer",NA,NA,NA,NA
"5277","Realized","Spring","Winter","weather","Spring vs Winter",NA,NA,NA,NA
"5277","Realized","Summer","Autumn","weather","Summer vs Autumn",NA,NA,NA,NA
"5277","Realized","Summer","Winter","weather","Summer vs Winter",NA,NA,NA,NA
"5278","Potential","Autumn","Winter","weather","Autumn vs Winter",NA,NA,NA,NA
"5278","Potential","Spring","Autumn","weather","Spring vs Autumn",0.182630308471711,0.308854436020196,0.765901692900265,0.546245059288538
"5278","Potential","Spring","Summer","weather","Spring vs Summer",0.126062631934686,0.223899858426343,0.822174966390975,0.697799341535263
"5278","Potential","Spring","Winter","weather","Spring vs Winter",NA,NA,NA,NA
"5278","Potential","Summer","Autumn","weather","Summer vs Autumn",0.367153935009753,0.537106942543575,0.495990300173416,0.425143453312467
"5278","Potential","Summer","Winter","weather","Summer vs Winter",NA,NA,NA,NA
"5278","Realized","Autumn","Winter","weather","Autumn vs Winter",NA,NA,NA,NA
"5278","Realized","Spring","Autumn","weather","Spring vs Autumn",0.150787266419921,0.26205932376888,0.793947485536271,0.640123104195663
"5278","Realized","Spring","Summer","weather","Spring vs Summer",0.0998816331450897,0.181622513068939,0.852243129757405,0.764371894960965
"5278","Realized","Spring","Winter","weather","Spring vs Winter",NA,NA,NA,NA
"5278","Realized","Summer","Autumn","weather","Summer vs Autumn",0.405963150561125,0.577487611107167,0.447613321151197,0.395021645021645
"5278","Realized","Summer","Winter","weather","Summer vs Winter",NA,NA,NA,NA
"5282","Potential","Autumn","Winter","weather","Autumn vs Winter",NA,NA,NA,NA
"5282","Potential","Spring","Autumn","weather","Spring vs Autumn",NA,NA,NA,NA
"5282","Potential","Spring","Summer","weather","Spring vs Summer",0.102651163175533,0.186189733623293,0.729251700680272,0.858121081541708
"5282","Potential","Spring","Winter","weather","Spring vs Winter",NA,NA,NA,NA
"5282","Potential","Summer","Autumn","weather","Summer vs Autumn",NA,NA,NA,NA
"5282","Potential","Summer","Winter","weather","Summer vs Winter",NA,NA,NA,NA
"5282","Realized","Autumn","Winter","weather","Autumn vs Winter",NA,NA,NA,NA
"5282","Realized","Spring","Autumn","weather","Spring vs Autumn",NA,NA,NA,NA
"5282","Realized","Spring","Summer","weather","Spring vs Summer",NA,NA,NA,NA
"5282","Realized","Spring","Winter","weather","Spring vs Winter",NA,NA,NA,NA
"5282","Realized","Summer","Autumn","weather","Summer vs Autumn",NA,NA,NA,NA
"5282","Realized","Summer","Winter","weather","Summer vs Winter",NA,NA,NA,NA
"5284","Potential","Autumn","Winter","weather","Autumn vs Winter",NA,NA,NA,NA
"5284","Potential","Spring","Autumn","weather","Spring vs Autumn",NA,NA,NA,NA
"5284","Potential","Spring","Summer","weather","Spring vs Summer",NA,NA,NA,NA
"5284","Potential","Spring","Winter","weather","Spring vs Winter",NA,NA,NA,NA
"5284","Potential","Summer","Autumn","weather","Summer vs Autumn",NA,NA,NA,NA
"5284","Potential","Summer","Winter","weather","Summer vs Winter",NA,NA,NA,NA
"5284","Realized","Autumn","Winter","weather","Autumn vs Winter",NA,NA,NA,NA
"5284","Realized","Spring","Autumn","weather","Spring vs Autumn",NA,NA,NA,NA
"5284","Realized","Spring","Summer","weather","Spring vs Summer",NA,NA,NA,NA
"5284","Realized","Spring","Winter","weather","Spring vs Winter",NA,NA,NA,NA
"5284","Realized","Summer","Autumn","weather","Summer vs Autumn",NA,NA,NA,NA
"5284","Realized","Summer","Winter","weather","Summer vs Winter",NA,NA,NA,NA
"5285","Potential","Autumn","Winter","weather","Autumn vs Winter",NA,NA,NA,NA
"5285","Potential","Spring","Autumn","weather","Spring vs Autumn",NA,NA,NA,NA
"5285","Potential","Spring","Summer","weather","Spring vs Summer",NA,NA,NA,NA
"5285","Potential","Spring","Winter","weather","Spring vs Winter",NA,NA,NA,NA
"5285","Potential","Summer","Autumn","weather","Summer vs Autumn",NA,NA,NA,NA
"5285","Potential","Summer","Winter","weather","Summer vs Winter",NA,NA,NA,NA
"5285","Realized","Autumn","Winter","weather","Autumn vs Winter",NA,NA,NA,NA
"5285","Realized","Spring","Autumn","weather","Spring vs Autumn",NA,NA,NA,NA
"5285","Realized","Spring","Summer","weather","Spring vs Summer",NA,NA,NA,NA
"5285","Realized","Spring","Winter","weather","Spring vs Winter",NA,NA,NA,NA
"5285","Realized","Summer","Autumn","weather","Summer vs Autumn",NA,NA,NA,NA
"5285","Realized","Summer","Winter","weather","Summer vs Winter",NA,NA,NA,NA
"5301","Potential","Autumn","Winter","weather","Autumn vs Winter",0.0190245156096283,0.0373386809016012,0.980088426358741,0.700751879699248
"5301","Potential","Spring","Autumn","weather","Spring vs Autumn",0.335989564868198,0.502982319179034,0.452856806959793,0.534582345085942
"5301","Potential","Spring","Summer","weather","Spring vs Summer",0.271420402381315,0.426956185181481,0.510536522301228,0.621393975006819
"5301","Potential","Spring","Winter","weather","Spring vs Winter",0.0277457055125261,0.0539933280454617,0.97089158646799,0.627877237851662
"5301","Potential","Summer","Autumn","weather","Summer vs Autumn",0.479175754648373,0.647895631256181,0.381474101015246,0.319806444517761
"5301","Potential","Summer","Winter","weather","Summer vs Winter",0.00236293522185118,0.00471472984249602,0.9975,0.958681886989615
"5301","Realized","Autumn","Winter","weather","Autumn vs Winter",NA,NA,NA,NA
"5301","Realized","Spring","Autumn","weather","Spring vs Autumn",0.363921941167601,0.533640423521688,0.416656780163721,0.50825767013792
"5301","Realized","Spring","Summer","weather","Spring vs Summer",0.299635783293518,0.461107315057432,0.472783425556556,0.590269957526794
"5301","Realized","Spring","Winter","weather","Spring vs Winter",NA,NA,NA,NA
"5301","Realized","Summer","Autumn","weather","Summer vs Autumn",0.460419597400058,0.630530565626111,0.394083957623133,0.342770365549409
"5301","Realized","Summer","Winter","weather","Summer vs Winter",NA,NA,NA,NA
"5303","Potential","Autumn","Winter","weather","Autumn vs Winter",0.0159372925502206,0.0313745595660036,0.962231509795675,0.973167916907097
"5303","Potential","Spring","Autumn","weather","Spring vs Autumn",0.0185266723135457,0.036379356215509,0.9794,0.844540527875032
"5303","Potential","Spring","Summer","weather","Spring vs Summer",0.0381410261706733,0.0734794699547936,0.956797349073836,0.754405912450256
"5303","Potential","Spring","Winter","weather","Spring vs Winter",0.169098509249893,0.28928017256371,0.828381653585625,0.0798927613941019
"5303","Potential","Summer","Autumn","weather","Summer vs Autumn",0.120828385762,0.215605506243231,0.810991382175255,0.749086479902558
"5303","Potential","Summer","Winter","weather","Summer vs Winter",0.0626586612433873,0.11792810528655,0.878515784257569,0.885425735678217
"5303","Realized","Autumn","Winter","weather","Autumn vs Winter",0.0762786978154436,0.141745252359391,0.900603210051477,0.753033547466096
"5303","Realized","Spring","Autumn","weather","Spring vs Autumn",0.16009642390411,0.276005374390057,0.77588841993938,0.640826873385013
"5303","Realized","Spring","Summer","weather","Spring vs Summer",0.0495644123157146,0.09444758555858,0.935059975800197,0.826898047722343
"5303","Realized","Spring","Winter","weather","Spring vs Winter",0.186796344830799,0.31479090013111,0.80307817085069,0.215850258861012
"5303","Realized","Summer","Autumn","weather","Summer vs Autumn",0.159225574929078,0.274710252038425,0.634192932187202,0.780061068845963
"5303","Realized","Summer","Winter","weather","Summer vs Winter",0.0425640072150665,0.0816525545108063,0.931844696472429,0.898184176394293
"5308","Potential","Autumn","Winter","weather","Autumn vs Winter",NA,NA,NA,NA
"5308","Potential","Spring","Autumn","weather","Spring vs Autumn",NA,NA,NA,NA
"5308","Potential","Spring","Summer","weather","Spring vs Summer",NA,NA,NA,NA
"5308","Potential","Spring","Winter","weather","Spring vs Winter",NA,NA,NA,NA
"5308","Potential","Summer","Autumn","weather","Summer vs Autumn",NA,NA,NA,NA
"5308","Potential","Summer","Winter","weather","Summer vs Winter",NA,NA,NA,NA
"5308","Realized","Autumn","Winter","weather","Autumn vs Winter",NA,NA,NA,NA
"5308","Realized","Spring","Autumn","weather","Spring vs Autumn",NA,NA,NA,NA
"5308","Realized","Spring","Summer","weather","Spring vs Summer",NA,NA,NA,NA
"5308","Realized","Spring","Winter","weather","Spring vs Winter",NA,NA,NA,NA
"5308","Realized","Summer","Autumn","weather","Summer vs Autumn",NA,NA,NA,NA
"5308","Realized","Summer","Winter","weather","Summer vs Winter",NA,NA,NA,NA
"5439","Potential","Autumn","Winter","weather","Autumn vs Winter",NA,NA,NA,NA
"5439","Potential","Spring","Autumn","weather","Spring vs Autumn",NA,NA,NA,NA
"5439","Potential","Spring","Summer","weather","Spring vs Summer",0.141438007981182,0.247824247996329,0.826793895851523,0.564605329311212
"5439","Potential","Spring","Winter","weather","Spring vs Winter",NA,NA,NA,NA
"5439","Potential","Summer","Autumn","weather","Summer vs Autumn",NA,NA,NA,NA
"5439","Potential","Summer","Winter","weather","Summer vs Winter",NA,NA,NA,NA
"5439","Realized","Autumn","Winter","weather","Autumn vs Winter",NA,NA,NA,NA
"5439","Realized","Spring","Autumn","weather","Spring vs Autumn",NA,NA,NA,NA
"5439","Realized","Spring","Summer","weather","Spring vs Summer",0.154867155182669,0.268199081578648,0.751799163179916,0.708297632025788
"5439","Realized","Spring","Winter","weather","Spring vs Winter",NA,NA,NA,NA
"5439","Realized","Summer","Autumn","weather","Summer vs Autumn",NA,NA,NA,NA
"5439","Realized","Summer","Winter","weather","Summer vs Winter",NA,NA,NA,NA
