"group","id","rsp_column","weighted","jaccard","sorensen","frac_unique_1","frac_unique_2","jaccard_lwr","jaccard_upr","sorensen_lwr","sorensen_upr","frac_unique_1_lwr","frac_unique_1_upr","frac_unique_2_lwr","frac_unique_2_upr"
"weather","5270","rsp_weather",TRUE,0.5587742561293,0.716940575496584,0.371473851030111,0.165698724480995,0.099560005990645,0.353991914569517,0.181090626575227,0.522886210288787,0.62205032294064,0.8996881951208,0.0126919091615578,0.16581104037472
"weather","5277","rsp_weather",TRUE,0.5222851398084,0.686185690381418,0.426168802434109,0.146750524109015,0.120820687419619,0.507652763326632,0.215593243303324,0.673434571519514,0.31827933046683,0.877739695118981,0.0283168238993711,0.566498855887702
"weather","5278","rsp_weather",TRUE,0.673558477054974,0.804941669251093,0.176138369219908,0.213128807790998,0.281925384916172,0.590442578294216,0.439846786245563,0.742488293698806,0.316700528452244,0.711711546727178,0.0465846612767891,0.248943915500348
"weather","5282","rsp_weather",TRUE,0.518240708562849,0.68268582924958,0.394583333333333,0.217435705122054,0.242006403037439,0.494957619816786,0.3897023357012,0.662169433104796,0.380368098159509,0.751674698647286,0.0814064322049652,0.43175069485233
"weather","5284","rsp_weather",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"weather","5285","rsp_weather",TRUE,0.688658078242797,0.815627612381316,0.161722791090468,0.205830235395088,0.303836965428857,0.624101238246241,0.466065885365221,0.768549490540984,0.258718899971354,0.691988326069801,0.0257691716865816,0.478296804615108
"weather","5301","rsp_weather",TRUE,0.826760969498805,0.905166010554339,0.0672679045092838,0.120817463784188,0.543104218545376,0.709495023412248,0.703911244981665,0.830063846877207,0.240583691304502,0.443107929504271,0.0398219042967161,0.0887793815345809
"weather","5303","rsp_weather",TRUE,0.592526322370247,0.74413378799084,0.360717302390024,0.109873276702409,0.192344880844132,0.346488093534384,0.322632962064868,0.514654518941676,0.639596540711184,0.805561574149593,0.028719384135433,0.116537344533075
"weather","5308","rsp_weather",TRUE,0.80391177846761,0.891298330731582,0.0856453558504222,0.130623808642176,0.0673273473698247,0.533820052661915,0.126160302588064,0.69606603894285,0.127143311422266,0.909302661695358,0.0424195078856096,0.472052788230153
"weather","5439","rsp_weather",TRUE,0.505443453504295,0.671487796273914,0.3403,0.316295484705552,0.426599606590814,0.565948286810082,0.598064927860569,0.722818613794032,0.340044752235287,0.536318872386123,0.112772522552103,0.319406350788907
"soil","5181","rsp_soil",TRUE,0.128596663690385,0.227887726107373,0.630274614869391,0.835297177416419,0,0.0017368776836092,0,0.00346773231864742,0.998263122316391,1,0,0.5
"soil","5264","rsp_soil",TRUE,0.294522961925639,0.455029336038239,0.176362683438155,0.685652657043283,0.129365814064423,0.381324009772996,0.229094613771356,0.552113770946413,0.577608139549898,0.869334507486683,0.0658327450414629,0.204142402966025
"soil","5268","rsp_soil",TRUE,0.232444468773853,0.377208831169667,0.528228228228228,0.685775081907055,0.0104416657221499,0.0546214368426018,0.0206675275527311,0.10358491373395,0.944973768704049,0.989555589778584,0.00854700854700852,0.131795302013423
"soil","5270","rsp_soil",TRUE,0.246177588712417,0.395092306172468,0.569631901840491,0.634838708285457,0.0352902470517307,0.1607349681724,0.0681745950448403,0.276953778915181,0.809893051287663,0.964235335339519,0.21529843538729,0.541958061740599
"soil","5277","rsp_soil",TRUE,0.328732135093078,0.494805727070115,0.388977381331634,0.584266961821636,0.0922073576968825,0.368749151516439,0.168845876906676,0.538811390122084,0.296526065835267,0.905441310200492,0.131599227044142,0.847240483638109
"soil","5278","rsp_soil",TRUE,0.338699763208364,0.50601303222259,0.262775119617225,0.61479631435119,0.248262285272609,0.39302347067646,0.397772623057736,0.564274010956026,0.36696618283764,0.701899010983441,0.300833865640475,0.681550405482498
"soil","5282","rsp_soil",TRUE,0.218569360616064,0.358731095135305,0.432611577551922,0.737721815737519,0.0288752580556196,0.196847031136667,0.0561297549487414,0.328942671862744,0.483710781621664,0.734260447248599,0.676341367124806,0.969680529379325
"soil","5284","rsp_soil",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"soil","5285","rsp_soil",TRUE,0.18888364387598,0.317749587773257,0.309340475393371,0.793660134864816,0.12237256640674,0.213876120736166,0.218060500866571,0.352385397979942,0.716540779135705,0.866577147249874,0.388792963276682,0.539580750439022
"soil","5301","rsp_soil",TRUE,0.456741229813224,0.627072565072912,0.132378932484977,0.509045020665033,0.345286570419955,0.514282005492742,0.513327903062677,0.679242048153108,0.41602333449957,0.640142937231318,0.105295375415143,0.188158396957488
"soil","5303","rsp_soil",TRUE,0.345808789372568,0.513904786628401,0.34192037470726,0.578450124474899,0.232374465225628,0.609180224573538,0.377116641847194,0.757131082734513,0.0974440225900436,0.206264341641667,0.282089835689739,0.76124909333754
"soil","5308","rsp_soil",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"soil","5439","rsp_soil",TRUE,0.446044984819984,0.61691716302382,0.357181571815718,0.406977654461811,0.0789908247219587,0.24858544876595,0.146416119292396,0.398187275531343,0.710089327929206,0.919847461473707,0.146096654168628,0.390049741224299
