"group","id","season","niche_type","n_points","n_axes","rsp_column","weighted","volume_observed","boot_path","volume_boot_mean","volume_lwr","volume_upr"
"veg","5278","Spring","Realized",34,13,"rsp_veg",TRUE,NA,NA,NA,NA,NA
"veg","5278","Summer","Potential",164,13,"rsp_veg",TRUE,8.00828024200447e-08,NA,NA,NA,NA
"veg","5278","Summer","Realized",35,13,"rsp_veg",TRUE,NA,NA,NA,NA,NA
"veg","5278","Autumn","Potential",113,13,"rsp_veg",TRUE,1.39739162318321e-07,NA,NA,NA,NA
"veg","5278","Autumn","Realized",31,13,"rsp_veg",TRUE,NA,NA,NA,NA,NA
"veg","5278","Winter","Potential",0,13,"rsp_veg",TRUE,NA,NA,NA,NA,NA
"veg","5278","Winter","Realized",0,13,"rsp_veg",TRUE,NA,NA,NA,NA,NA
"veg","5282","Spring","Potential",33,13,"rsp_veg",TRUE,NA,NA,NA,NA,NA
"veg","5282","Spring","Realized",10,13,"rsp_veg",TRUE,NA,NA,NA,NA,NA
"veg","5282","Summer","Potential",112,13,"rsp_veg",TRUE,1.18251343820958e-07,NA,NA,NA,NA
"veg","5282","Summer","Realized",28,13,"rsp_veg",TRUE,NA,NA,NA,NA,NA
"veg","5282","Autumn","Potential",0,13,"rsp_veg",TRUE,NA,NA,NA,NA,NA
"veg","5282","Autumn","Realized",0,13,"rsp_veg",TRUE,NA,NA,NA,NA,NA
"veg","5282","Winter","Potential",0,13,"rsp_veg",TRUE,NA,NA,NA,NA,NA
"veg","5282","Winter","Realized",0,13,"rsp_veg",TRUE,NA,NA,NA,NA,NA
"veg","5284","Spring","Potential",17,13,"rsp_veg",TRUE,NA,NA,NA,NA,NA
"veg","5284","Spring","Realized",7,13,"rsp_veg",TRUE,NA,NA,NA,NA,NA
"veg","5284","Summer","Potential",17,13,"rsp_veg",TRUE,NA,NA,NA,NA,NA
"veg","5284","Summer","Realized",11,13,"rsp_veg",TRUE,NA,NA,NA,NA,NA
"veg","5284","Autumn","Potential",0,13,"rsp_veg",TRUE,NA,NA,NA,NA,NA
"veg","5284","Autumn","Realized",0,13,"rsp_veg",TRUE,NA,NA,NA,NA,NA
"veg","5284","Winter","Potential",0,13,"rsp_veg",TRUE,NA,NA,NA,NA,NA
"veg","5284","Winter","Realized",0,13,"rsp_veg",TRUE,NA,NA,NA,NA,NA
"veg","5285","Spring","Potential",938,13,"rsp_veg",TRUE,1.94598103858687e-07,NA,NA,NA,NA
"veg","5285","Spring","Realized",182,13,"rsp_veg",TRUE,1.84709082701491e-07,NA,NA,NA,NA
"veg","5285","Summer","Potential",0,13,"rsp_veg",TRUE,NA,NA,NA,NA,NA
"veg","5285","Summer","Realized",1,13,"rsp_veg",TRUE,NA,NA,NA,NA,NA
"veg","5285","Autumn","Potential",0,13,"rsp_veg",TRUE,NA,NA,NA,NA,NA
"veg","5285","Autumn","Realized",0,13,"rsp_veg",TRUE,NA,NA,NA,NA,NA
"veg","5285","Winter","Potential",0,13,"rsp_veg",TRUE,NA,NA,NA,NA,NA
"veg","5285","Winter","Realized",0,13,"rsp_veg",TRUE,NA,NA,NA,NA,NA
"veg","5301","Spring","Potential",1078,13,"rsp_veg",TRUE,4.12588807972836e-07,NA,NA,NA,NA
"veg","5301","Spring","Realized",224,13,"rsp_veg",TRUE,2.33284563440149e-07,NA,NA,NA,NA
"veg","5301","Summer","Potential",2882,13,"rsp_veg",TRUE,2.7129747878565e-07,NA,NA,NA,NA
"veg","5301","Summer","Realized",546,13,"rsp_veg",TRUE,2.00550032771302e-07,NA,NA,NA,NA
"veg","5301","Autumn","Potential",1810,13,"rsp_veg",TRUE,3.39848375513729e-07,NA,NA,NA,NA
"veg","5301","Autumn","Realized",341,13,"rsp_veg",TRUE,3.4389652902959e-07,NA,NA,NA,NA
"veg","5301","Winter","Potential",52,13,"rsp_veg",TRUE,NA,NA,NA,NA,NA
"veg","5301","Winter","Realized",8,13,"rsp_veg",TRUE,NA,NA,NA,NA,NA
"veg","5303","Spring","Potential",1170,13,"rsp_veg",TRUE,4.09917828011564e-07,NA,NA,NA,NA
"veg","5303","Spring","Realized",232,13,"rsp_veg",TRUE,1.86853273336058e-07,NA,NA,NA,NA
"veg","5303","Summer","Potential",82,13,"rsp_veg",TRUE,2.44694169373692e-07,NA,NA,NA,NA
"veg","5303","Summer","Realized",34,13,"rsp_veg",TRUE,NA,NA,NA,NA,NA
"veg","5303","Autumn","Potential",34,13,"rsp_veg",TRUE,NA,NA,NA,NA,NA
"veg","5303","Autumn","Realized",51,13,"rsp_veg",TRUE,NA,NA,NA,NA,NA
"veg","5303","Winter","Potential",249,13,"rsp_veg",TRUE,2.30050232746756e-07,NA,NA,NA,NA
"veg","5303","Winter","Realized",48,13,"rsp_veg",TRUE,NA,NA,NA,NA,NA
"veg","5308","Spring","Potential",157,13,"rsp_veg",TRUE,1.26269288134167e-07,NA,NA,NA,NA
"veg","5308","Spring","Realized",29,13,"rsp_veg",TRUE,NA,NA,NA,NA,NA
"veg","5308","Summer","Potential",0,13,"rsp_veg",TRUE,NA,NA,NA,NA,NA
"veg","5308","Summer","Realized",0,13,"rsp_veg",TRUE,NA,NA,NA,NA,NA
"veg","5308","Autumn","Potential",0,13,"rsp_veg",TRUE,NA,NA,NA,NA,NA
"veg","5308","Autumn","Realized",0,13,"rsp_veg",TRUE,NA,NA,NA,NA,NA
"veg","5308","Winter","Potential",0,13,"rsp_veg",TRUE,NA,NA,NA,NA,NA
"veg","5308","Winter","Realized",0,13,"rsp_veg",TRUE,NA,NA,NA,NA,NA
"veg","5439","Spring","Potential",570,13,"rsp_veg",TRUE,1.79516317625057e-07,NA,NA,NA,NA
"veg","5439","Spring","Realized",107,13,"rsp_veg",TRUE,8.03195729600067e-08,NA,NA,NA,NA
"veg","5439","Summer","Potential",177,13,"rsp_veg",TRUE,1.28998995191865e-07,NA,NA,NA,NA
"veg","5439","Summer","Realized",85,13,"rsp_veg",TRUE,1.83784616246566e-07,NA,NA,NA,NA
"veg","5439","Autumn","Potential",0,13,"rsp_veg",TRUE,NA,NA,NA,NA,NA
"veg","5439","Autumn","Realized",6,13,"rsp_veg",TRUE,NA,NA,NA,NA,NA
"veg","5439","Winter","Potential",0,13,"rsp_veg",TRUE,NA,NA,NA,NA,NA
"veg","5439","Winter","Realized",0,13,"rsp_veg",TRUE,NA,NA,NA,NA,NA
