"id","niche_type","season_1","season_2","group","season_pair","jaccard","sorensen","frac_unique_1","frac_unique_2"
"5270","Realized","Spring","Winter","humans","Spring vs Winter",NA,NA,NA,NA
"5270","Realized","Summer","Autumn","humans","Summer vs Autumn",NA,NA,NA,NA
"5270","Realized","Summer","Winter","humans","Summer vs Winter",NA,NA,NA,NA
"5277","Potential","Autumn","Winter","humans","Autumn vs Winter",NA,NA,NA,NA
"5277","Potential","Spring","Autumn","humans","Spring vs Autumn",NA,NA,NA,NA
"5277","Potential","Spring","Summer","humans","Spring vs Summer",NA,NA,NA,NA
"5277","Potential","Spring","Winter","humans","Spring vs Winter",NA,NA,NA,NA
"5277","Potential","Summer","Autumn","humans","Summer vs Autumn",NA,NA,NA,NA
"5277","Potential","Summer","Winter","humans","Summer vs Winter",NA,NA,NA,NA
"5277","Realized","Autumn","Winter","humans","Autumn vs Winter",NA,NA,NA,NA
"5277","Realized","Spring","Autumn","humans","Spring vs Autumn",NA,NA,NA,NA
"5277","Realized","Spring","Summer","humans","Spring vs Summer",NA,NA,NA,NA
"5277","Realized","Spring","Winter","humans","Spring vs Winter",NA,NA,NA,NA
"5277","Realized","Summer","Autumn","humans","Summer vs Autumn",NA,NA,NA,NA
"5277","Realized","Summer","Winter","humans","Summer vs Winter",NA,NA,NA,NA
"5278","Potential","Autumn","Winter","humans","Autumn vs Winter",NA,NA,NA,NA
"5278","Potential","Spring","Autumn","humans","Spring vs Autumn",0.41203046396477,0.583599963994899,0.369134105635186,0.457077075860676
"5278","Potential","Spring","Summer","humans","Spring vs Summer",0.350894304472808,0.519499272905361,0.423463887890765,0.527268185259988
"5278","Potential","Spring","Winter","humans","Spring vs Winter",NA,NA,NA,NA
"5278","Potential","Summer","Autumn","humans","Summer vs Autumn",0.359655589630248,0.529039254313005,0.483454523006752,0.457847609393479
"5278","Potential","Summer","Winter","humans","Summer vs Winter",NA,NA,NA,NA
"5278","Realized","Autumn","Winter","humans","Autumn vs Winter",NA,NA,NA,NA
"5278","Realized","Spring","Autumn","humans","Spring vs Autumn",0.118041127999223,0.211157040726154,0.430781510149925,0.870379497289305
"5278","Realized","Spring","Summer","humans","Spring vs Summer",0.157834614042012,0.272637580752591,0.335341365461847,0.828509127080629
"5278","Realized","Spring","Winter","humans","Spring vs Winter",NA,NA,NA,NA
"5278","Realized","Summer","Autumn","humans","Summer vs Autumn",0.193765280249424,0.324628774944668,0.653775896211995,0.694430754066042
"5278","Realized","Summer","Winter","humans","Summer vs Winter",NA,NA,NA,NA
"5282","Potential","Autumn","Winter","humans","Autumn vs Winter",NA,NA,NA,NA
"5282","Potential","Spring","Autumn","humans","Spring vs Autumn",NA,NA,NA,NA
"5282","Potential","Spring","Summer","humans","Spring vs Summer",0.302070579573708,0.4639849549056,0.555822906641001,0.51435807975027
"5282","Potential","Spring","Winter","humans","Spring vs Winter",NA,NA,NA,NA
"5282","Potential","Summer","Autumn","humans","Summer vs Autumn",NA,NA,NA,NA
"5282","Potential","Summer","Winter","humans","Summer vs Winter",NA,NA,NA,NA
"5282","Realized","Autumn","Winter","humans","Autumn vs Winter",NA,NA,NA,NA
"5282","Realized","Spring","Autumn","humans","Spring vs Autumn",NA,NA,NA,NA
"5282","Realized","Spring","Summer","humans","Spring vs Summer",NA,NA,NA,NA
"5282","Realized","Spring","Winter","humans","Spring vs Winter",NA,NA,NA,NA
"5282","Realized","Summer","Autumn","humans","Summer vs Autumn",NA,NA,NA,NA
"5282","Realized","Summer","Winter","humans","Summer vs Winter",NA,NA,NA,NA
"5284","Potential","Autumn","Winter","humans","Autumn vs Winter",NA,NA,NA,NA
"5284","Potential","Spring","Autumn","humans","Spring vs Autumn",NA,NA,NA,NA
"5284","Potential","Spring","Summer","humans","Spring vs Summer",NA,NA,NA,NA
"5284","Potential","Spring","Winter","humans","Spring vs Winter",NA,NA,NA,NA
"5284","Potential","Summer","Autumn","humans","Summer vs Autumn",NA,NA,NA,NA
"5284","Potential","Summer","Winter","humans","Summer vs Winter",NA,NA,NA,NA
"5284","Realized","Autumn","Winter","humans","Autumn vs Winter",NA,NA,NA,NA
"5284","Realized","Spring","Autumn","humans","Spring vs Autumn",NA,NA,NA,NA
"5284","Realized","Spring","Summer","humans","Spring vs Summer",NA,NA,NA,NA
"5284","Realized","Spring","Winter","humans","Spring vs Winter",NA,NA,NA,NA
"5284","Realized","Summer","Autumn","humans","Summer vs Autumn",NA,NA,NA,NA
"5284","Realized","Summer","Winter","humans","Summer vs Winter",NA,NA,NA,NA
"5285","Potential","Autumn","Winter","humans","Autumn vs Winter",NA,NA,NA,NA
"5285","Potential","Spring","Autumn","humans","Spring vs Autumn",NA,NA,NA,NA
"5285","Potential","Spring","Summer","humans","Spring vs Summer",NA,NA,NA,NA
"5285","Potential","Spring","Winter","humans","Spring vs Winter",NA,NA,NA,NA
"5285","Potential","Summer","Autumn","humans","Summer vs Autumn",NA,NA,NA,NA
"5285","Potential","Summer","Winter","humans","Summer vs Winter",NA,NA,NA,NA
"5285","Realized","Autumn","Winter","humans","Autumn vs Winter",NA,NA,NA,NA
"5285","Realized","Spring","Autumn","humans","Spring vs Autumn",NA,NA,NA,NA
"5285","Realized","Spring","Summer","humans","Spring vs Summer",NA,NA,NA,NA
"5285","Realized","Spring","Winter","humans","Spring vs Winter",NA,NA,NA,NA
"5285","Realized","Summer","Autumn","humans","Summer vs Autumn",NA,NA,NA,NA
"5285","Realized","Summer","Winter","humans","Summer vs Winter",NA,NA,NA,NA
"5301","Potential","Autumn","Winter","humans","Autumn vs Winter",0.000976828909191442,0.00195175129129799,0.998648138459579,0.996491228070175
"5301","Potential","Spring","Autumn","humans","Spring vs Autumn",0.338656630292492,0.505964894400884,0.302460456942004,0.603053775845177
"5301","Potential","Spring","Summer","humans","Spring vs Summer",0.333848340589082,0.500579159459224,0.300359066427289,0.610298636628361
"5301","Potential","Spring","Winter","humans","Spring vs Winter",0,0,1,1
"5301","Potential","Summer","Autumn","humans","Summer vs Autumn",0.46747824441445,0.637117785144381,0.369635727132844,0.355982425666701
"5301","Potential","Summer","Winter","humans","Summer vs Winter",0.0013995594572614,0.00279520685633202,0.998075342828786,0.994896331738437
"5301","Realized","Autumn","Winter","humans","Autumn vs Winter",NA,NA,NA,NA
"5301","Realized","Spring","Autumn","humans","Spring vs Autumn",0.319827528137807,0.484650488521123,0.30359820089955,0.628353998303181
"5301","Realized","Spring","Summer","humans","Spring vs Summer",0.348049346713781,0.516374786371494,0.292232671543016,0.593539241456356
"5301","Realized","Spring","Winter","humans","Spring vs Winter",NA,NA,NA,NA
"5301","Realized","Summer","Autumn","humans","Summer vs Autumn",0.41615717420379,0.58772738193805,0.389905294877314,0.433057879007103
"5301","Realized","Summer","Winter","humans","Summer vs Winter",NA,NA,NA,NA
"5303","Potential","Autumn","Winter","humans","Autumn vs Winter",0,0,1,1
"5303","Potential","Spring","Autumn","humans","Spring vs Autumn",0.133339498221726,0.235303716902029,0.849253308942547,0.464096749811036
"5303","Potential","Spring","Summer","humans","Spring vs Summer",0.281394828559596,0.439200818183275,0.661792661431012,0.373810027501587
"5303","Potential","Spring","Winter","humans","Spring vs Winter",0.128288799673136,0.227404188910324,0.8325,0.645988061647374
"5303","Potential","Summer","Autumn","humans","Summer vs Autumn",0.232592004258811,0.377403071665509,0.713019648612868,0.448979591836735
"5303","Potential","Summer","Winter","humans","Summer vs Winter",0,0,1,1
"5303","Realized","Autumn","Winter","humans","Autumn vs Winter",0.0990170244856235,0.180191975701135,0.859548896630271,0.748703170028818
"5303","Realized","Spring","Autumn","humans","Spring vs Autumn",0.264110208799151,0.417859466620469,0.55466472303207,0.606423016943832
"5303","Realized","Spring","Summer","humans","Spring vs Summer",0.274558596568064,0.430829304054522,0.623304190835221,0.496867469879518
"5303","Realized","Spring","Winter","humans","Spring vs Winter",0.23090533033019,0.375179674083058,0.693777341925275,0.51578106272473
"5303","Realized","Summer","Autumn","humans","Summer vs Autumn",0.28307061467307,0.441239338561576,0.445959104186952,0.633399707410411
"5303","Realized","Summer","Winter","humans","Summer vs Winter",0.129939840902009,0.229994263762362,0.787868220369906,0.748858447488584
"5308","Potential","Autumn","Winter","humans","Autumn vs Winter",NA,NA,NA,NA
"5308","Potential","Spring","Autumn","humans","Spring vs Autumn",NA,NA,NA,NA
"5308","Potential","Spring","Summer","humans","Spring vs Summer",NA,NA,NA,NA
"5308","Potential","Spring","Winter","humans","Spring vs Winter",NA,NA,NA,NA
"5308","Potential","Summer","Autumn","humans","Summer vs Autumn",NA,NA,NA,NA
"5308","Potential","Summer","Winter","humans","Summer vs Winter",NA,NA,NA,NA
"5308","Realized","Autumn","Winter","humans","Autumn vs Winter",NA,NA,NA,NA
"5308","Realized","Spring","Autumn","humans","Spring vs Autumn",NA,NA,NA,NA
"5308","Realized","Spring","Summer","humans","Spring vs Summer",NA,NA,NA,NA
"5308","Realized","Spring","Winter","humans","Spring vs Winter",NA,NA,NA,NA
"5308","Realized","Summer","Autumn","humans","Summer vs Autumn",NA,NA,NA,NA
"5308","Realized","Summer","Winter","humans","Summer vs Winter",NA,NA,NA,NA
"5439","Potential","Autumn","Winter","humans","Autumn vs Winter",NA,NA,NA,NA
"5439","Potential","Spring","Autumn","humans","Spring vs Autumn",NA,NA,NA,NA
"5439","Potential","Spring","Summer","humans","Spring vs Summer",0.468495322802722,0.638061715999977,0.403275034093417,0.314448263600806
"5439","Potential","Spring","Winter","humans","Spring vs Winter",NA,NA,NA,NA
"5439","Potential","Summer","Autumn","humans","Summer vs Autumn",NA,NA,NA,NA
"5439","Potential","Summer","Winter","humans","Summer vs Winter",NA,NA,NA,NA
"5439","Realized","Autumn","Winter","humans","Autumn vs Winter",NA,NA,NA,NA
"5439","Realized","Spring","Autumn","humans","Spring vs Autumn",NA,NA,NA,NA
"5439","Realized","Spring","Summer","humans","Spring vs Summer",0.334626412437573,0.501453304563947,0.334707646176912,0.597635491689816
"5439","Realized","Spring","Winter","humans","Spring vs Winter",NA,NA,NA,NA
"5439","Realized","Summer","Autumn","humans","Summer vs Autumn",NA,NA,NA,NA
"5439","Realized","Summer","Winter","humans","Summer vs Winter",NA,NA,NA,NA
